5.110000000000000000e+02,1.083000000000000000e+03
5.210000000000000000e+02,9.870000000000000000e+02
4.000000000000000000e+02,9.720000000000000000e+02
3.070000000000000000e+02,9.420000000000000000e+02
4.480000000000000000e+02,9.460000000000000000e+02
9.440000000000000000e+02,9.070000000000000000e+02
8.180000000000000000e+02,9.110000000000000000e+02
6.100000000000000000e+01,8.890000000000000000e+02
4.790000000000000000e+02,8.820000000000000000e+02
5.700000000000000000e+01,8.820000000000000000e+02
2.300000000000000000e+01,8.820000000000000000e+02
8.150000000000000000e+02,8.780000000000000000e+02
7.190000000000000000e+02,8.890000000000000000e+02
9.220000000000000000e+02,8.700000000000000000e+02
1.016000000000000000e+03,8.370000000000000000e+02
5.980000000000000000e+02,8.380000000000000000e+02
9.900000000000000000e+01,8.480000000000000000e+02
9.600000000000000000e+02,8.240000000000000000e+02
3.730000000000000000e+02,8.400000000000000000e+02
5.470000000000000000e+02,8.190000000000000000e+02
6.600000000000000000e+02,8.080000000000000000e+02
1.400000000000000000e+01,7.950000000000000000e+02
8.950000000000000000e+02,7.830000000000000000e+02
4.600000000000000000e+02,7.870000000000000000e+02
7.500000000000000000e+01,7.670000000000000000e+02
3.730000000000000000e+02,7.600000000000000000e+02
7.050000000000000000e+02,7.640000000000000000e+02
2.370000000000000000e+02,7.690000000000000000e+02
8.710000000000000000e+02,7.470000000000000000e+02
4.020000000000000000e+02,7.320000000000000000e+02
2.720000000000000000e+02,7.190000000000000000e+02
9.910000000000000000e+02,7.160000000000000000e+02
5.570000000000000000e+02,6.890000000000000000e+02
8.890000000000000000e+02,6.890000000000000000e+02
5.030000000000000000e+02,6.740000000000000000e+02
2.200000000000000000e+02,6.680000000000000000e+02
3.100000000000000000e+01,6.610000000000000000e+02
8.760000000000000000e+02,6.590000000000000000e+02
6.730000000000000000e+02,6.590000000000000000e+02
1.630000000000000000e+02,6.460000000000000000e+02
1.920000000000000000e+02,6.450000000000000000e+02
1.690000000000000000e+02,6.310000000000000000e+02
7.700000000000000000e+01,6.240000000000000000e+02
6.290000000000000000e+02,6.240000000000000000e+02
5.910000000000000000e+02,5.880000000000000000e+02
2.880000000000000000e+02,5.790000000000000000e+02
7.620000000000000000e+02,5.650000000000000000e+02
4.600000000000000000e+02,5.640000000000000000e+02
1.090000000000000000e+02,5.500000000000000000e+02
7.450000000000000000e+02,5.520000000000000000e+02
7.460000000000000000e+02,5.300000000000000000e+02
5.730000000000000000e+02,5.200000000000000000e+02
8.140000000000000000e+02,5.420000000000000000e+02
1.220000000000000000e+02,5.030000000000000000e+02
4.070000000000000000e+02,4.950000000000000000e+02
7.220000000000000000e+02,4.820000000000000000e+02
5.360000000000000000e+02,5.020000000000000000e+02
3.140000000000000000e+02,4.780000000000000000e+02
1.250000000000000000e+02,4.600000000000000000e+02
1.700000000000000000e+01,4.390000000000000000e+02
2.730000000000000000e+02,4.310000000000000000e+02
1.270000000000000000e+02,4.410000000000000000e+02
1.700000000000000000e+01,4.060000000000000000e+02
9.500000000000000000e+01,4.010000000000000000e+02
7.840000000000000000e+02,3.890000000000000000e+02
2.710000000000000000e+02,3.690000000000000000e+02
5.650000000000000000e+02,3.590000000000000000e+02
4.900000000000000000e+02,3.540000000000000000e+02
9.970000000000000000e+02,3.590000000000000000e+02
5.300000000000000000e+01,3.280000000000000000e+02
8.560000000000000000e+02,3.340000000000000000e+02
5.730000000000000000e+02,3.160000000000000000e+02
8.700000000000000000e+02,3.080000000000000000e+02
8.000000000000000000e+01,2.900000000000000000e+02
5.200000000000000000e+02,2.750000000000000000e+02
3.430000000000000000e+02,2.710000000000000000e+02
4.310000000000000000e+02,2.510000000000000000e+02
8.060000000000000000e+02,2.410000000000000000e+02
3.760000000000000000e+02,2.470000000000000000e+02
2.000000000000000000e+00,2.320000000000000000e+02
8.330000000000000000e+02,2.280000000000000000e+02
4.010000000000000000e+02,2.190000000000000000e+02
3.180000000000000000e+02,1.890000000000000000e+02
8.820000000000000000e+02,2.340000000000000000e+02
2.000000000000000000e+00,1.760000000000000000e+02
8.390000000000000000e+02,1.690000000000000000e+02
5.080000000000000000e+02,1.470000000000000000e+02
4.540000000000000000e+02,1.630000000000000000e+02
3.480000000000000000e+02,1.260000000000000000e+02
9.840000000000000000e+02,1.240000000000000000e+02
3.180000000000000000e+02,1.200000000000000000e+02
7.270000000000000000e+02,1.120000000000000000e+02
5.200000000000000000e+01,1.010000000000000000e+02
5.170000000000000000e+02,9.800000000000000000e+01
5.320000000000000000e+02,1.130000000000000000e+02
2.360000000000000000e+02,9.200000000000000000e+01
2.390000000000000000e+02,8.800000000000000000e+01
1.950000000000000000e+02,8.400000000000000000e+01
5.560000000000000000e+02,7.500000000000000000e+01
4.710000000000000000e+02,7.200000000000000000e+01
6.950000000000000000e+02,5.000000000000000000e+01
2.070000000000000000e+02,5.300000000000000000e+01
3.830000000000000000e+02,2.700000000000000000e+01
1.022000000000000000e+03,2.800000000000000000e+01
2.810000000000000000e+02,2.500000000000000000e+01
1.900000000000000000e+01,1.400000000000000000e+01
6.190000000000000000e+02,2.400000000000000000e+01
6.910000000000000000e+02,6.000000000000000000e+00
